1158,-1285,773,276,1
1745,-521,1625,287,0
1239,-1794,-1771,84,0
171,1895,-1877,99,0
960,-1504,1696,346,0
-527,325,514,220,0
729,-1487,1884,54,0
959,-1383,167,53,0
-668,-439,-1145,186,0
1858,-1887,-872,330,0
-143,787,-217,116,0
-1263,126,-167,240,0
-1708,-1693,394,301,0
-1248,527,-846,289,0
679,-77,298,150,0
-1986,42,1648,394,0
1481,-628,1669,267,0
-758,886,1993,164,0
-1622,643,325,107,0
1103,-1717,392,176,0
-1369,-244,905,243,1
-992,-955,1139,72,0
40,894,-15,247,0
-657,-572,-1725,66,0
37,1568,1505,359,0
-1895,-824,1764,346,0
-409,843,-176,174,0
-989,1933,-754,74,0
1915,-1775,-200,192,0
-239,-1252,1624,196,0
-1188,-4,199,324,0
1416,1997,1316,280,0
-644,767,-1086,281,0
-142,1917,-1931,326,0
-371,-1412,303,313,0
1699,-1193,752,264,0
-168,816,-1090,288,1
-137,841,1428,233,0
1287,-1856,702,187,0
-1327,-189,1043,231,0
253,-967,-369,70,0
-963,-1788,1317,301,0
-1850,181,-856,225,0
-217,207,883,129,1
1928,-1214,-1418,312,0
319,1166,-283,174,0
-1120,1145,-918,120,0
159,-1161,436,388,1
178,-909,1092,81,0
1013,1724,-6,77,0
325,1919,1920,102,0
362,1076,-820,201,0
143,-1867,-816,117,0
69,1965,-760,267,0
198,-216,365,86,0
979,-1937,916,111,0
-1973,828,1070,120,0
-1811,-704,21,346,0
1327,1763,1344,54,0
358,483,-12,183,1
771,-607,-131,69,1
1950,1611,-57,317,0
948,-1948,-789,94,0
1410,636,808,111,0
-419,1252,-844,284,0
469,-676,-1921,261,0
230,-1536,-231,204,0
-28,-1834,1942,167,0
-1860,1448,1894,200,1
-331,-295,-1411,380,0
180,201,-80,85,0
1725,-1841,-1744,249,0
-675,-139,1212,197,0
82,1061,1796,51,0
1619,813,-1272,326,0
582,1899,-1139,395,0
186,725,427,121,0
-1427,1568,-260,71,1
525,1114,761,275,0
698,605,-295,67,0
1457,724,170,225,0
-1502,-521,1406,117,0
-1874,1649,1728,76,0
-9,872,-577,131,0
1368,-1589,-134,86,0
-1887,-83,771,142,1
-384,227,669,352,0
-147,-428,208,218,0
787,229,-727,240,0
-935,-542,-295,273,0
-1932,1894,-1557,338,0
-896,1626,676,276,0
415,-1640,-608,194,0
-1409,1537,1408,308,0
-1727,1218,-1598,155,0
-194,640,-666,308,0
964,7,1062,317,0
447,-853,1965,143,0
845,-1359,1504,390,0
1076,-918,-1694,352,0
-1034,-1509,366,332,0
578,-365,1600,212,0
1827,1416,-100,230,0
-1068,1135,-413,155,0
654,-1681,348,218,0
1635,-972,-120,248,0
-152,19,7,99,0
-1317,-274,-1621,248,0
1737,-1919,657,119,0
-1338,1481,-1587,67,1
488,1665,1523,130,0
-642,-194,116,240,0
-490,-1255,950,394,0
-494,1786,1620,329,1
-184,-1501,-364,220,0
1432,360,119,110,0
878,-406,-154,162,0
-854,1954,861,373,0
-1301,-663,-1445,155,0
-1331,1325,1171,219,0
-1144,-1122,626,372,0
1785,1023,1095,132,0
-1820,1126,1060,385,0
1557,345,-1896,133,0
800,-1892,1444,237,0
-811,1886,-261,377,0
-1879,1169,1818,152,0
500,136,163,149,0
-456,730,1116,382,1
-1905,1376,-620,126,0
570,759,-1435,360,0
1756,1660,-238,68,1
-1552,-1700,919,325,0
-1246,-1126,-1034,68,0
440,-277,1177,354,0
-924,-780,-1177,101,0
1541,-618,-523,398,0
1523,-202,-1231,148,0
-1528,736,808,321,0
-822,-1234,-1299,272,0
-243,-1278,-1120,365,0
-1004,1121,-921,84,0
-1505,-1323,1217,392,0
100,-1141,-772,320,1
-210,-193,-136,239,0
874,-1165,1724,125,0
-640,-1365,1990,327,0
1022,-877,-1191,386,0
1018,909,-1540,140,0
-1690,1281,300,314,1
-316,1054,-1072,314,0
1697,1800,-1487,268,0
766,673,9,72,0
-1916,8,109,174,0
908,309,920,203,0
-882,-1209,103,122,0
-821,968,-759,100,0
1449,-1543,-1507,150,0
-1300,104,1959,169,1
236,-1427,-1678,103,0
1210,-861,-1833,277,1
-1967,-155,-1644,269,0
1340,1650,1353,303,0
-1841,58,1708,92,0
-380,-463,1266,144,0
1823,549,-1234,151,0
414,-1170,-1564,341,0
802,869,-1598,75,0
-963,-1322,1077,387,0
1660,673,-118,116,0
-1588,1097,1802,83,0
784,1072,1467,202,0
-1505,-897,-1896,291,0
1065,657,1712,373,0
949,-201,1398,262,0
1820,1516,-406,260,0
812,1720,-280,324,1
-386,-575,954,362,0
359,462,1554,186,0
1911,-1735,503,59,0
-774,1906,1187,264,0
-1803,-637,-1383,267,0
-206,1015,1311,339,0
-1286,-1403,-1229,241,0
-1897,-307,918,368,1
1931,-1738,1935,254,1
1227,-1477,1819,212,0
1374,211,-697,192,0
786,100,1139,168,0
-1469,-1481,-712,252,0
-58,567,100,173,0
-1888,123,1661,355,0
539,926,-533,281,0
-1147,716,292,80,0
222,-968,610,182,0
-489,1269,-1869,316,0
1489,-1871,1039,384,0
820,-224,1235,294,0
849,1340,606,385,1
133,1044,1501,323,1
328,600,418,170,0
1182,733,-1947,257,0
250,1375,24,96,0
-1051,403,-623,58,0
-1954,-406,672,69,1
740,-888,-1553,64,0
-1985,-146,-1576,202,0
-1356,-1359,555,244,0
-1397,578,1881,376,0
361,-1033,-260,281,0
926,1507,442,231,0
420,1054,-565,277,0
909,-1733,1644,250,0
1391,-1366,-120,282,0
1713,-602,99,285,0
1854,-1324,973,212,0
-1463,91,482,384,0
783,-607,-1305,290,0
994,-700,-501,237,0
753,1109,-1239,198,0
-1919,1000,877,301,0
506,352,-699,272,0
-998,-1639,-662,325,0
354,-34,1048,349,0
-339,-920,-391,155,1
1890,-1889,-201,279,1
-1646,-1780,1288,159,0
-679,-739,-1352,75,0
-285,1894,1257,295,0
-157,-463,-333,377,0
1837,-1075,-37,223,0
-623,-127,1563,360,0
-1275,1926,762,381,0
-1653,337,-535,360,0
-1928,531,1482,223,0
87,913,-1560,180,0
1507,984,-841,296,0
1792,-658,854,104,0
-366,1358,-1609,62,0
-23,-393,-781,77,0
164,1825,624,260,0
-1794,-719,-1347,81,0
-295,585,-1886,276,0
-1942,-128,-1705,87,0
699,1065,33,67,0
-1638,1876,-1137,323,0
67,432,-909,192,0
-539,-1929,1173,94,0
1127,-1468,204,361,0
1238,1312,394,97,1
1160,54,-1151,248,0
-685,1204,1447,377,0
1287,-1714,1411,85,0
1846,-1498,162,133,0
1542,998,1303,216,1
-77,-1466,-1221,213,0
-809,1203,1011,257,0
-1883,101,-543,197,0
611,-1508,423,234,0
2,1976,-1544,387,0
-1802,-419,238,68,0
1209,-1594,-41,286,0
-1139,1144,-559,390,0
1163,1101,-173,110,0
650,-1632,613,321,0
-1957,-98,-876,345,0
-536,1220,-566,162,0
1767,-1769,746,378,0
-162,694,1111,310,0
1220,1945,1590,109,0
-171,827,-952,88,0
-1488,-1463,401,57,0
952,-481,1724,305,0
-31,1016,-424,149,0
1992,-1425,-1462,221,0
758,-694,-1748,125,0
-614,443,24,237,0
1235,-1070,289,289,0
-1482,-1309,606,383,0
-616,1813,-1272,215,0
503,-1428,790,151,0
-565,-760,1937,207,0
832,1755,1716,263,0
495,-1073,-1254,256,1
-1749,-1212,-1041,136,0
1808,698,125,279,1
1052,-979,1799,282,0
-1027,-201,1751,55,0
-804,-539,1900,216,0
1904,1401,-1384,257,0
-1055,1363,-1574,302,0
-1546,1685,-144,259,0
-1103,-732,1169,214,0
1470,-1808,1676,107,0
-1895,1535,-784,320,0
1737,887,284,261,0
-1604,-1255,-1530,346,0
1942,1850,1904,367,0
-1103,1526,951,210,0
-890,430,-537,143,1
611,329,583,109,0
1851,-916,-1863,53,0
1991,-1263,-1672,294,0
1082,-236,59,76,1
-494,-1776,-200,280,1
1272,-1961,-163,86,0
1387,1878,1430,232,0
1226,1761,-1060,230,0
1352,564,-1682,87,1
1915,-1100,1526,148,0
1771,-914,108,65,0
1546,1509,-158,53,0
-1586,701,910,366,0
-1913,886,-1516,244,0
749,1879,643,97,0
-805,1992,1517,105,0
1624,-1206,487,183,0
122,1680,369,138,0
1631,247,739,53,0
-706,1870,1127,98,0
-551,-1629,-817,282,0
252,1928,-1764,288,0
-735,-1043,-1450,167,0
-1869,1568,1594,398,0
824,-1974,1235,328,0
1594,-1658,418,382,0
1859,-330,1999,186,0
1508,-1214,-1822,176,0
1902,-1016,1381,80,1
1243,-654,-264,288,0
-678,1057,-624,247,0
-1919,1164,726,281,0
414,-665,1442,382,0
642,-1318,46,300,0
1721,-1416,-1584,366,0
-1717,1490,-484,317,0
394,-457,1151,273,0
-1706,-1065,1118,379,0
-1987,-1553,261,209,0
231,1663,-89,384,0
-813,1297,1533,60,0
-1704,313,738,190,0
-536,-1945,501,311,0
159,484,-1667,392,0
42,-607,-1941,187,0
617,-470,624,247,0
-1787,-773,1356,172,0
-1877,973,-1302,194,0
-916,1817,432,207,0
-330,-201,-1301,253,0
-1714,-1326,-26,329,0
-1144,-918,664,195,0
-1853,1723,1374,249,0
-711,1224,-1086,164,0
674,-1224,-1350,293,0
935,128,-1223,225,1
550,1019,-1448,175,0
-745,-596,-1817,349,0
-1933,-672,1661,74,0
786,1614,999,219,0
345,-1653,-657,203,0
1263,1296,-498,153,1
194,620,1478,202,0
1119,-375,200,198,0
-528,1887,1851,255,0
1634,-220,1976,264,0
-1775,1194,860,102,0
573,-477,1886,314,0
-238,-1830,1878,123,0
-433,-522,1772,158,0
143,-920,587,86,0
-1178,-1398,1889,294,1
-1055,1556,-720,236,0
514,-1887,236,267,0
-1553,-1674,1274,286,0
-188,1233,1316,221,0
-1896,-1548,189,102,0
-1547,-415,1220,181,0
1795,1074,-1562,163,0
-430,1599,-441,130,0
-226,1026,-585,244,0
934,1993,-610,230,0
5,-78,-1180,385,1
636,-1986,562,366,0
22,-1130,1374,97,0
-1853,-1467,-260,310,0
-779,1189,-4,288,0
-1756,1259,696,236,0
344,-1338,-915,357,0
-1509,-220,-723,285,0
617,507,-1883,294,1
593,1036,453,224,0
1799,-587,-272,115,0
-1376,-1604,-1590,296,0
191,838,592,260,0
-964,1495,1276,155,0
1667,1506,-1237,349,0
1305,1779,1300,143,0
1359,-138,583,116,0
-617,-1291,-503,137,0
-1944,-1582,-297,299,0
803,-1133,-1592,389,0
-1983,-1131,1573,343,0
721,1072,-481,382,0
-1309,-653,536,366,0
-1471,-656,1806,295,0
-630,-1732,1880,291,0
1145,-1708,-1711,342,0
-76,484,-1958,56,0
1174,1020,-942,158,0
1710,-1010,-1128,324,1
1514,-1535,646,131,0
859,-347,721,398,0
688,-936,-151,191,0
-1751,844,-65,64,0
1496,522,-884,287,0
-1615,-198,1460,104,0
1250,1334,-1027,110,0
1495,148,-245,156,0
1683,-1520,-357,308,0
-1380,-1470,1534,294,0
1741,-602,-1561,123,0
-1251,1865,-1607,247,0
-138,1031,-1809,128,0
1902,-1638,1911,67,0
-1924,-1989,1495,312,0
-18,-1126,444,226,0
-1826,-884,-682,82,0
934,1029,171,181,0
1734,-461,-1449,366,0
99,-363,473,85,1
33,-117,1068,254,0
994,1905,-174,179,0
1254,-1879,-1024,165,0
-742,-775,-551,167,0
1905,-412,1445,342,0
1690,-1531,791,376,1
-343,1003,-728,191,0
-91,272,526,171,0
-1186,831,-1327,295,0
406,1236,-1022,342,0
1447,-514,149,273,0
779,241,74,338,0
-1604,-1216,-1021,146,0
-1021,-164,-685,292,0
678,229,-982,398,0
1659,-31,-1730,120,0
1421,-175,1747,221,0
-1063,222,144,398,0
97,1140,-349,123,0
496,-294,1541,251,0
-94,1217,-1189,332,0
-1845,-1781,1175,338,0
-735,1031,489,332,0
37,653,730,283,0
171,-705,-1402,115,0
126,355,7,189,0
-82,-1445,-1801,264,0
546,1474,-700,99,0
1134,-349,-1668,116,0
-334,-58,-1409,71,0
-1637,729,-274,293,0
1296,-47,1360,376,0
1497,-1912,-1280,273,0
818,-1616,308,315,0
-1685,1274,-1369,273,0
1600,580,155,330,0
-963,-51,-797,375,0
1737,346,971,54,0
950,886,273,152,0
1416,1220,-291,150,0
-666,1415,480,91,0
1381,-1916,747,119,0
-300,580,-925,80,0
-288,1237,-1748,59,0
-1954,-353,-706,398,0
644,976,1391,82,0
303,1671,-1571,357,0
35,586,-1621,85,1
1340,-1518,676,191,0
1117,969,735,320,1
-502,-239,210,81,0
-425,-322,1100,136,0
1974,-182,-1309,98,0
1082,-984,311,376,0
1223,1067,1825,334,0
-499,-126,-1097,133,0
1906,-322,1050,276,1
-1225,-1459,1392,97,0
-940,-520,-328,199,0
-1679,560,-556,221,0
-198,1782,829,276,0
5,-1389,-1687,397,0
-498,-413,333,398,0
-573,440,1929,217,0
672,1095,660,155,0
-1887,-989,-388,86,0
491,-1851,-1333,379,0
-212,334,934,302,0
112,-1139,1546,197,0
-1848,-1102,-1079,149,0
1990,982,788,359,0
-66,1890,-1698,315,0
-482,1490,-82,294,0
-56,-1570,620,99,0
1116,1174,1188,392,0
-230,1674,145,63,0
315,1981,-1905,164,0
1048,-194,1904,115,0
-260,-1172,-1740,288,1
-1587,-1970,96,266,0
-879,1938,1547,89,0
-1332,-1772,1299,350,0
267,1883,1589,155,0
-1112,374,1834,341,1
131,1625,1510,131,1
-654,-1157,1164,179,0
-83,1248,1134,182,0
-1510,-1562,-1711,184,0
153,1201,-590,380,0
1721,-622,628,66,0
434,560,-1365,158,0
-1731,1344,304,176,0
253,-405,346,131,0
1553,146,410,187,0
-463,-1235,1091,243,0
94,-1975,560,386,0
-615,1133,-1711,71,0
738,-997,-115,221,1
-866,216,695,114,0
741,1763,1806,124,1
-1519,-1302,1746,248,0
594,-1030,-1477,158,0
-1690,-400,1261,282,0
653,-1837,1944,319,0
-583,1456,-1128,370,0
-1047,1927,874,147,0
-1981,1593,-1876,56,0
1243,-608,561,139,1
1937,1634,501,387,0
1516,-502,-1168,128,0
1451,1616,1504,346,0
664,-880,-772,299,1
1027,372,-593,64,0
-200,1748,790,224,1
-1114,-1533,-442,233,0
-402,-717,682,385,0
-1795,-1579,429,138,0
-862,404,1413,96,0
-303,-918,792,140,0
1850,-1414,692,87,0
1802,-50,1268,288,0
369,-231,235,100,0
-232,-259,-1738,279,0
1863,1588,1,110,0
-1325,-596,783,277,0
-192,-665,-917,259,0
-1090,-743,-1222,139,0
440,-654,-504,233,0
-1158,-449,-1976,287,0
1285,139,156,89,0
-1046,1012,-1175,225,0
117,-1062,-1381,248,0
1880,-123,-635,79,0
864,1144,1677,92,0
-813,44,499,52,0
-395,-68,-1315,354,0
-1807,-1957,-105,198,0
-597,-1036,514,202,1
-1237,719,-76,277,0
-821,709,-1231,259,0
-1421,430,-759,141,0
45,567,-199,119,1
-1881,747,-394,384,0
61,-1,-1333,397,0
483,1811,-635,190,0
-249,1868,547,384,0
1778,-174,-1945,98,1
-1844,-1022,1131,141,0
1528,1444,788,74,0
1199,-1083,84,201,0
-520,518,325,121,0
-225,363,-1645,229,0
720,-1326,1023,362,0
-1846,310,-1994,378,0
-1031,-1875,-697,274,0
975,1203,1765,159,0
-932,-342,1372,252,0
-336,1190,-363,295,0
-1484,-675,332,298,0
-1711,-876,-293,358,1
1820,-1036,-1236,223,1
-1695,-1679,1592,175,0
-1096,1314,617,228,0
643,831,466,360,0
-82,1,-1844,376,0
549,-921,1969,152,0
-795,527,-893,257,0
530,1064,648,273,0
1498,1885,1484,230,0
1077,334,982,326,0
-1923,-1517,1383,127,0
-270,266,1791,75,0
22,1470,-145,100,0
390,-1456,19,53,0
-696,538,-292,334,0
1590,-1406,421,263,0
173,-730,-1286,216,0
-1196,-1162,635,359,0
-726,1919,-1502,169,0
187,1098,1370,110,0
811,1668,306,373,0
-383,-919,614,194,0
908,-168,1651,364,0
1446,-278,1890,162,0
-513,290,309,395,0
-769,-627,-1123,242,0
-1803,-1627,-1537,275,0
-892,1705,1067,205,0
-540,-1093,-1819,313,0
-1527,1905,-1557,334,0
-782,-1335,-1625,116,0
1256,-319,-1088,160,0
1897,-437,1565,136,0
1202,-562,1644,206,0
1010,-92,-762,210,1
-205,1397,1058,83,0
-599,-1347,1681,135,0
1392,203,-1252,323,0
-1178,-162,827,149,0
-1686,105,869,153,0
-610,-401,-1951,177,0
-1400,904,-31,156,1
-1727,-347,1932,64,0
-263,550,1578,108,0
-784,1660,-226,382,0
1771,1010,1721,397,0
-585,-1398,678,311,0
366,1890,1947,350,1
-561,662,930,245,0
-1285,426,-755,331,1
479,740,1016,66,0
-1852,771,-1409,328,0
-886,637,1724,315,0
1058,1045,-1902,335,1
1429,-20,587,270,0
-1775,-1371,-806,298,0
940,-823,-1344,361,0
1107,1548,-843,392,0
1829,-1553,819,378,0
1892,-1118,837,283,0
264,-869,-1703,242,0
-761,1868,1946,229,0
616,1858,1052,291,0
298,1479,-1274,352,0
1653,-489,1897,332,0
475,-66,1716,190,0
-1692,-1300,1387,199,0
1400,1416,1570,335,0
1866,-243,-1502,288,1
628,77,1171,195,0
349,1376,-10,178,0
-1116,261,-1505,102,0
-1256,1446,-1440,139,0
1172,-1313,1149,366,0
1446,145,-415,61,1
516,291,-941,196,0
-1320,1431,1641,64,0
54,-1306,1620,62,0
-1499,1650,-1183,346,0
-664,1323,978,162,1
1525,1701,-455,290,0
1086,-1848,-267,106,0
-1849,-38,1013,190,0
-1344,-1919,-436,235,0
1877,214,609,202,0
-820,-1149,669,395,0
-363,-798,17,125,0
-73,-1087,-1734,292,0
1598,-1434,1390,266,0
1351,1798,387,99,0
1639,-406,-108,138,0
-1646,1572,1453,393,0
-1787,-1175,-1233,279,0
-1497,1287,-410,384,0
318,-682,-622,221,0
1965,-995,1148,115,0
-315,-343,-715,144,0
-878,-1855,-256,88,1
-1308,-420,-1357,160,0
704,842,-1605,281,0
-813,-1307,-1346,72,0
-1242,-1591,-1087,185,0
-863,-1040,-1069,309,0
-1163,-1980,-645,51,0
1117,-1621,1737,295,0
1050,-1865,-956,152,0
500,-1714,-101,101,0
-47,884,-860,351,0
1111,-556,-1536,276,0
881,466,1173,151,0
1912,-677,659,264,0
901,1638,-64,313,0
372,1611,129,155,0
205,1575,-115,226,0
-762,683,-1578,148,0
1374,-1558,-1798,311,0
1628,-1868,-587,146,0
-850,1692,180,95,1
1603,-837,511,53,0
-1535,-180,-614,253,0
860,613,364,54,0
-168,-1460,-154,130,0
-652,-222,-1401,180,1
1698,-1870,-1589,182,0
-245,-1657,-935,371,0
526,117,-1342,372,0
1889,106,1913,341,1
-1979,675,1830,167,0
985,-1907,576,384,0
-113,1651,-1687,73,0
186,376,1778,358,0
1014,1851,-92,81,0
-1108,897,-1813,333,0
1288,1993,1219,352,0
-755,-990,-1931,85,0
1596,-1959,-270,344,0
-481,1091,1315,273,0
-186,1075,-289,180,0
1889,-1874,1215,260,0
-65,-833,501,233,1
-1687,-183,798,210,0
-1345,-1938,793,321,0
-179,-420,-988,324,0
-816,-367,1947,118,0
1940,-64,-480,149,0
418,-333,780,154,0
-1406,1403,-1745,84,0
1065,924,-1488,347,0
-17,-339,81,68,1
424,1325,-1752,240,0
-1596,1435,-53,320,1
1808,-547,-375,263,0
1950,-1065,676,131,1
-894,-1620,1976,290,0
-1515,-283,1813,165,0
-1305,-744,-93,135,0
1873,322,-931,386,0
503,43,1964,111,0
-583,1777,1418,304,0
-68,1405,1523,376,0
-1886,-821,1720,315,0
-739,-937,1676,304,0
-1731,1919,-9,299,0
1867,1056,107,335,0
365,670,880,140,0
-1294,329,1620,332,1
1639,-1272,-1971,295,0
-1291,-1010,-699,66,0
-820,1937,-713,210,0
-918,563,1253,83,0
-245,1407,-1589,130,0
-1711,-86,-377,371,0
714,680,505,359,0
1666,1477,-219,286,0
1634,-1109,30,137,0
39,-1174,-1987,390,0
1641,-324,-442,343,0
299,1481,762,117,0
-991,1370,1544,199,0
1359,-1304,-58,198,0
-620,-1033,38,195,1
1950,492,567,124,0
222,1012,950,81,0
-217,-1418,-1996,229,0
-1595,-711,-1222,253,0
549,1172,1757,199,0
-643,1773,-1888,129,0
963,-1268,1844,313,0
-1746,-228,1843,339,1
-1675,-1825,262,120,0
1592,-1634,-1836,92,0
-1070,-1309,-1254,296,0
-1406,-627,1601,243,0
563,1159,743,238,0
1921,-112,48,190,0
-232,1649,217,296,0
236,1455,-103,260,0
1006,-1988,-1995,336,0
1671,-1423,-1982,167,0
1124,471,693,118,0
1106,1571,1227,391,0
1691,-939,1861,73,0
1786,-1838,-1672,189,0
-45,-1111,1519,215,0
1098,1958,1525,119,0
629,-174,-192,212,0
26,1119,-196,194,0
1105,1802,-909,83,0
-1714,-1590,748,376,0
222,-1798,-340,241,0
1485,303,-1103,231,0
1572,1577,-742,309,0
1295,-559,1555,138,1
832,1960,-707,138,0
567,-1103,-92,307,0
124,1408,-988,398,0
-693,-63,1062,195,0
1424,526,-398,357,0
1006,200,-1377,239,1
1569,-1714,1868,73,0
1253,-1500,-1584,220,0
-1619,596,1968,210,0
-553,-1795,131,326,1
-1921,1992,419,75,0
-389,-1933,-1974,151,1
1693,-153,-213,357,0
-355,938,-359,329,1
1646,972,437,299,0
1471,-1774,947,336,0
-376,-125,-472,295,0
-736,1423,-252,265,0
538,717,-900,86,0
-1495,1563,-915,134,0
1158,681,1170,315,0
-1968,1325,-1119,218,0
285,-1430,-1559,61,0
-377,-1992,-565,252,0
503,276,337,199,1
888,-1281,-1246,189,0
-1652,-803,529,261,0
291,1648,363,69,0
1306,1184,1877,310,1
-1911,-916,149,161,0
-11,735,1164,207,0
-788,986,905,347,0
91,1606,-1418,351,0
1396,-839,-1954,284,0
-1360,1078,-951,102,0
